area_type,availability,location,size,society,total_sqft,bath,balcony,price
3,37,513,13,179,401,2,1,82
3,80,304,13,2688,239,2,2,32
3,80,713,16,2430,666,3,2,160
3,80,232,16,575,577,2,3,54
3,37,1252,16,2482,728,4,2,91
3,80,1080,16,1884,657,3,2,62
3,80,478,16,1284,550,2,2,82
3,80,688,13,2688,193,2,2,40.61
0,80,72,13,342,62,2,1,71
3,56,357,16,2181,924,3,1,225
3,80,216,16,1859,540,2,1,90
0,80,549,16,2688,900,3,2,100
3,80,417,13,556,111,2,2,42
3,80,278,13,1581,186,2,2,57
0,80,547,16,1456,385,3,1,57
2,80,918,19,2688,239,3,2,85
0,80,584,16,2168,676,2,2,125
2,80,604,22,2688,256,4,2,160
2,80,972,19,2688,239,4,0,220
3,80,866,13,1058,245,2,1,48
0,80,506,13,2688,245,2,1,53
3,80,627,13,2310,239,2,3,62.5
3,29,914,16,1539,775,3,1,118
0,80,678,13,2180,31,2,1,52
3,80,1038,13,450,222,2,2,47
3,24,987,13,2649,286,2,1,52.04
3,80,539,18,2427,1446,5,1,500
3,80,194,13,2688,93,2,2,37.64
3,80,690,16,1133,486,2,3,66
3,26,415,16,348,1183,3,2,162
3,80,1252,13,950,1949,2,2,35
0,80,903,0,2688,1631,1,0,20.03
3,80,1252,13,485,188,2,3,59.95
3,80,352,18,2688,1730,4,3,1250
3,80,126,13,2688,1833,2,1,22
0,80,881,13,122,119,2,0,48
3,80,773,13,2688,182,2,3,52
2,80,308,1,2688,1784,1,1,60
3,80,109,13,1695,547,2,1,140
2,80,912,19,1694,1638,5,2,550
3,28,1252,16,1636,1163,4,2,126
3,80,515,13,2192,405,2,1,97
3,80,584,13,2688,338,2,1,77
3,28,419,18,1853,1138,4,0,98.88
3,80,1148,13,1299,222,2,2,43.51
3,80,1184,16,2522,838,3,2,85
3,80,721,13,713,185,2,1,53.5
2,80,1075,22,2688,3,4,1,160
3,80,549,13,958,358,2,3,36
2,35,1191,19,2688,1326,4,2,155
3,27,62,13,2688,84,2,2,39
3,80,1179,13,2119,124,2,0,45
3,80,1181,13,2688,1927,2,1,55
3,80,1267,0,872,1849,1,1,36.85
3,80,417,13,719,84,2,1,55
0,80,895,16,2465,941,2,2,110
3,80,731,13,593,1904,2,1,57.99
2,80,1038,22,2688,1648,4,1,90
3,80,713,16,2688,838,3,2,130
3,80,799,13,1665,262,2,1,67
2,80,1050,30,2688,1784,9,3,190
3,80,1236,13,1607,1959,2,1,30
3,52,205,13,326,194,2,0,59.935
3,80,230,16,1485,866,3,2,89.61
0,80,490,13,813,128,2,2,58
0,80,221,0,2688,6,2,1,93
3,80,1252,16,2476,737,3,2,60
3,80,589,13,2425,784,2,2,150
3,80,539,16,2427,1196,3,1,203
3,80,348,16,2688,1003,3,3,150
3,80,654,13,879,1859,2,1,33
3,80,637,13,1828,222,2,1,41
3,80,10,2,307,1658,1,0,28
0,80,836,24,2571,2021,7,,76
3,80,494,16,2688,553,3,2,75
3,80,466,16,2152,705,3,3,82.5
3,80,713,13,2541,147,2,0,65
3,80,799,18,2403,1123,3,2,152
2,80,1216,19,2688,239,4,0,90
2,80,856,24,2688,1784,4,3,65
3,36,216,16,533,638,2,1,59.13
3,41,216,13,843,213,2,1,66.02
3,80,1148,13,307,354,2,2,83
0,80,637,13,2537,334,2,2,52
0,80,640,26,2688,941,2,2,300
3,80,675,16,2688,468,2,2,77
3,80,466,13,1067,270,2,1,63
3,80,417,13,1473,2060,2,1,41
3,80,1148,13,1299,222,2,2,42.6
3,80,1168,16,2198,866,3,2,112
3,80,232,16,575,702,3,2,59.76
3,28,575,18,1500,1601,,,453
3,80,506,13,2684,70,2,1,61
3,80,72,13,2688,119,2,0,46
0,80,142,13,1546,2041,2,1,40
3,80,556,16,262,688,2,0,75
0,80,907,13,2688,211,2,0,62
2,80,489,19,2688,1860,3,1,59
3,80,1006,16,2688,417,3,0,135
0,80,670,16,818,805,3,3,99
2,26,53,19,2688,114,4,1,80
3,31,252,18,1785,1088,4,3,111
3,80,1242,13,1589,298,2,1,67.3
3,19,118,13,2640,172,2,1,42.79
0,80,522,13,2688,190,2,1,84
3,27,304,13,2361,39,2,2,27.68
0,80,1262,0,992,1825,1,2,33
3,80,513,13,1554,413,2,1,98
3,80,869,16,2626,652,3,1,83.3
3,80,1025,18,1446,1349,3,3,195
0,28,417,16,2688,380,2,1,38.13
3,35,1288,16,2688,867,3,1,84.83
3,80,1190,13,852,108,2,1,34.9
3,80,964,18,1112,1550,4,3,300
0,80,72,13,2688,2039,2,1,50.49
3,52,1267,18,574,995,4,0,130
3,80,914,16,2688,785,3,1,90
3,80,1261,16,2049,794,3,2,95
0,80,646,16,599,444,3,2,75
3,71,664,0,1530,1727,1,1,30
0,52,1252,13,2688,523,2,1,83
3,80,1148,13,1817,140,2,1,39
3,80,72,16,353,526,2,1,100
3,80,234,13,2688,1674,1,0,15
0,80,1196,13,2688,36,2,2,40
0,80,513,13,1740,3,2,2,45
3,26,417,13,1534,156,2,1,68.75
3,34,664,13,2675,215,2,2,57
0,80,1138,24,2688,3,6,1,69
2,80,848,14,2688,239,2,1,150
3,80,1022,16,2688,1565,3,2,660
3,80,664,13,1652,403,2,3,75
3,80,1260,16,2688,468,2,3,55
3,80,72,13,2319,52,2,1,39.52
3,80,635,13,2688,237,2,2,58
2,80,1072,19,2688,239,3,,95
3,80,1039,16,1037,780,3,2,113
3,80,268,16,1582,90,3,2,36
3,32,27,16,2688,718,3,2,194
3,32,74,16,2688,292,3,2,43.5
3,73,216,13,1530,142,2,0,58.935
3,80,783,16,1661,752,3,2,86.58
0,80,799,16,315,1250,3,,94
0,80,277,13,1272,173,2,2,70
3,80,701,16,587,1004,3,1,184
2,80,1046,19,1621,1748,4,,600
3,80,715,16,2688,923,3,2,82
2,80,1222,28,2688,1784,4,1,72
3,80,673,13,2688,653,2,2,92
3,80,1141,13,2688,107,2,1,27.24
2,80,972,24,2688,239,4,2,125
2,80,566,19,2688,1208,4,1,640
3,80,422,13,2082,210,2,2,51.47
0,80,1115,13,491,239,2,2,52
0,80,702,13,1628,2112,2,1,41
3,80,772,13,2670,2007,2,1,41.1
2,80,1235,22,2688,2021,3,2,80
0,80,1267,13,872,205,2,2,57
3,80,626,13,1087,273,2,1,46.55
3,26,417,13,1534,406,2,1,73.3
0,40,1179,13,2688,409,2,1,67
0,80,703,16,2114,380,3,0,65
3,80,1083,13,2688,123,2,,45
3,80,972,13,806,170,2,1,49.39
3,80,230,13,1990,358,2,1,50
3,80,536,16,2688,740,3,2,85
3,80,1153,16,1635,1060,4,2,142
0,80,142,16,2688,829,2,,95
3,80,417,16,719,425,2,1,71
3,80,544,16,2370,176,2,2,60
0,80,1179,16,1092,619,2,0,40
3,80,1039,13,57,337,2,2,95
3,34,419,0,1853,1814,1,1,40
3,65,664,16,1530,119,3,2,58
2,80,240,17,329,239,3,0,95
0,80,540,26,2688,1258,6,2,115
3,32,304,0,2361,1721,1,0,15.135
3,37,304,13,2386,25,2,2,25.88
0,80,544,22,2688,1466,5,2,240
2,80,225,22,2688,1666,5,1,415
3,80,484,16,2688,421,2,3,66
3,80,517,13,2688,1960,2,1,28
2,80,1138,17,2688,239,2,0,66
0,80,990,13,2688,62,2,0,37
3,80,426,13,1118,215,2,1,69
3,80,1252,13,2220,143,2,3,51.91
3,80,72,13,2319,84,2,1,42.79
3,21,1190,13,2498,454,2,3,80
2,80,1190,1,2688,3,1,1,70
0,29,1252,16,2688,958,3,2,130
3,27,772,13,2670,13,2,1,55.78
3,80,474,16,2190,662,3,2,125
3,80,1115,13,1293,2092,2,1,65
3,80,522,16,1973,963,3,2,120
3,80,690,0,2688,2051,1,1,30
3,63,664,0,1530,1727,1,1,26
3,80,162,0,2688,1866,1,1,17
2,80,419,14,561,1208,3,1,150
2,80,75,14,2688,480,1,0,233
0,26,1039,17,2688,1142,3,1,140
3,80,509,13,1599,209,2,1,69
0,80,1159,19,2688,1568,4,3,239
3,80,1252,16,2474,1138,2,1,125
3,80,762,13,2217,303,2,0,200
3,80,606,13,480,2039,2,2,52
3,80,773,13,2688,303,2,3,52
3,80,1039,16,1190,884,3,,110
0,80,799,13,698,205,2,3,53
3,80,283,0,2688,358,1,0,200
0,80,216,13,2688,1939,2,1,45
3,80,584,16,324,799,3,2,107
3,80,650,16,1626,99,2,1,57.5
3,33,845,13,2688,7,2,2,33.03
0,80,1104,19,2688,577,4,,180
3,80,1261,16,2688,676,2,1,54
3,80,221,16,2688,1208,2,0,80
3,80,534,16,237,635,3,2,55
3,28,1148,13,1439,4,2,0,43.415
3,80,236,21,2688,1630,5,2,423
0,80,708,14,2688,2007,1,0,58
3,45,536,13,2155,57,2,1,98.89
3,80,799,13,2688,30,2,2,49.86
3,80,110,16,2175,985,4,2,130
3,80,1179,16,2688,164,2,2,39.73
3,80,745,16,1787,767,3,2,150
3,44,513,18,1705,1242,5,2,247
3,80,29,18,1558,1347,4,3,250
3,80,539,16,2427,1247,3,1,330
2,80,62,30,2688,317,11,,290
2,80,990,22,2688,884,4,3,187
0,80,670,16,1434,883,3,3,90
3,80,1252,19,1520,1539,,,304
0,80,152,0,946,1598,1,1,11
0,33,731,13,593,59,2,1,82
3,80,679,13,1030,341,2,2,87
3,80,839,13,2688,31,2,1,45.9
2,80,653,19,2688,97,3,1,155
3,80,1252,13,2474,572,2,1,79.5
0,80,670,19,2565,1457,4,1,240
3,24,377,16,2688,698,2,2,64.44
3,80,713,18,985,1507,5,2,425
0,80,1195,17,2688,577,2,2,95
3,80,1025,16,663,577,2,2,95
2,80,1261,19,38,1447,5,,270
3,80,1179,16,1092,619,3,0,50
3,34,536,16,1474,727,3,1,80
2,80,799,19,2688,1876,4,,72
3,80,972,13,806,362,2,2,55.79
3,80,713,13,985,13,1,1,110
3,80,654,0,1667,1826,1,0,18.41
3,36,304,16,2386,364,3,1,33.28
2,80,715,17,2688,1784,4,0,95
3,80,1297,13,2688,358,1,1,115
3,80,277,16,2013,514,2,3,68
3,28,1054,13,2688,2023,2,1,35.14
3,80,976,16,360,814,3,3,200
0,80,1038,16,2688,2021,2,1,42
3,80,169,13,2688,74,2,1,55
3,80,839,13,2688,31,2,1,48.45
3,52,1190,16,1324,614,3,2,65.99
0,80,105,0,2688,1731,1,1,20
3,80,506,16,1351,543,3,2,56
3,80,370,13,2254,415,2,3,80
3,80,1039,13,2688,141,2,2,50
3,80,1179,13,2688,210,2,2,47
0,80,1252,13,2688,137,2,1,62
2,80,1179,24,2688,239,4,2,225
2,80,990,22,2688,728,4,3,240
0,80,453,13,2252,1825,2,0,42
3,80,799,13,2688,385,2,2,71.55
0,80,422,13,2058,2071,2,3,31
3,26,584,16,2688,465,2,1,86.51
3,80,964,13,2688,62,2,2,52.07
3,80,1148,16,2688,902,3,2,100
3,80,72,13,2602,228,2,1,49.98
3,80,799,13,2688,268,2,1,56.5
3,80,841,16,2688,650,2,2,75
3,80,522,16,1973,953,3,1,109
0,80,1078,13,2688,2021,2,0,27
3,31,536,13,1215,196,2,1,55.15
3,80,1038,0,537,1816,1,0,17.535
2,80,412,28,2688,1208,6,3,125
2,80,976,19,2688,1432,4,2,90
3,80,1267,0,872,1846,1,1,36.85
3,42,837,13,2688,210,2,1,73.5
0,80,530,13,769,498,2,2,80
2,80,319,1,2688,239,1,0,20
2,27,557,17,2688,239,3,1,56.12
0,80,1089,13,46,309,2,2,67
3,80,515,16,2195,1085,4,2,145
3,80,972,0,2688,1784,1,1,22
3,31,506,16,1862,891,3,2,100
3,80,563,13,2688,239,2,2,93
3,80,509,13,2688,46,2,2,49
3,80,557,16,2688,627,3,2,89.5
3,34,534,16,2688,698,3,3,66
0,31,419,16,2346,468,2,1,40.43
3,80,1216,16,799,563,2,2,67
0,80,803,14,2688,1208,2,1,82
3,80,922,13,2110,39,2,1,44.5
2,80,1160,19,2688,1784,3,2,65
3,80,500,13,2688,273,2,,53
0,80,62,13,2688,313,2,1,62.8
3,80,1252,18,209,1158,3,2,163
3,63,664,16,1530,119,3,2,53
3,80,1184,13,2522,172,2,0,62
0,80,152,0,944,1598,1,1,12
2,80,304,14,2688,468,2,0,60
3,80,677,25,2688,1613,7,,140
2,33,801,1,2688,1706,1,0,110
1,80,1248,0,2688,576,1,0,30
3,80,966,13,2688,210,2,2,48.27
3,80,1025,13,2688,119,2,1,56
3,80,664,16,1662,916,3,2,95.84
2,80,29,28,2688,239,7,2,240
3,40,534,13,2688,540,2,1,80.5
3,80,964,16,2246,610,2,2,74.5
0,80,494,13,2688,546,2,1,55
3,80,625,0,2688,2071,1,1,40
3,80,1242,13,1589,298,2,1,64.5
3,40,658,0,773,1888,1,1,38
3,80,506,13,1690,232,2,2,46
3,80,181,16,26,423,2,1,43.4
1,80,851,24,2688,577,5,1,130
3,80,530,13,769,494,2,2,75
3,80,675,16,2688,303,2,1,68.75
0,80,98,13,2688,339,2,,58
3,80,846,13,808,254,2,1,50
0,80,683,22,2688,1625,5,2,225
2,80,174,19,2688,262,4,3,205
3,80,914,16,1977,375,2,1,54.8
3,80,667,16,2688,884,3,3,90
0,80,524,22,2688,686,4,0,125
3,80,1138,16,1692,686,2,2,65
2,80,265,24,2688,1594,5,2,900
3,80,1127,16,192,646,3,2,52
3,80,1252,16,1877,643,2,2,72
3,80,277,16,1065,1114,4,,115
2,80,743,30,2688,2021,10,,170
3,80,964,13,2688,62,2,2,55.5
3,80,559,16,643,1452,3,1,235
2,80,1138,17,2688,239,3,0,66
3,80,494,13,1350,170,2,2,46
2,80,72,17,2688,577,3,1,170
3,80,533,16,2688,643,3,2,75
3,80,575,13,2015,119,2,2,70
3,80,670,16,2688,317,2,3,40.32
3,33,513,13,179,49,2,1,50
0,80,98,16,482,750,3,3,85.1
3,80,1260,16,1674,543,2,3,105
3,80,1261,13,1336,284,2,2,80
3,80,1039,16,194,473,3,1,55
2,80,636,19,2688,2037,4,1,54.9
2,80,43,24,2688,1386,8,3,451
3,80,1054,16,2688,182,2,2,42.9
0,80,513,18,1698,1584,4,2,410
0,80,1267,22,2688,1979,4,2,90
3,33,658,13,2688,2049,2,1,46
2,80,43,24,2688,1208,8,3,450
2,80,1138,17,2688,415,2,1,75
3,80,1196,13,2688,164,2,1,39.73
0,80,220,13,1927,475,2,2,70
2,37,1252,14,2688,239,2,1,45.84
3,26,506,18,1862,1343,4,3,154
3,80,1267,13,872,196,2,2,64.08
3,28,664,13,2176,349,2,3,74
3,80,1267,16,872,1277,3,2,141
0,80,37,16,1704,557,3,2,90
2,80,174,30,2345,1466,14,,500
3,52,896,16,2059,415,3,0,54.54
3,80,635,16,1176,666,2,2,65
3,24,194,16,2688,550,2,1,88.64
3,32,121,0,2688,1707,1,1,14
3,37,1039,13,1649,410,2,1,61.92
3,80,296,16,2688,686,3,3,90
3,80,845,13,2688,1896,2,1,120
2,45,865,14,2688,1422,2,2,29.5
2,80,792,19,2688,239,4,0,135
3,80,219,13,1697,239,2,2,35
0,80,306,16,1579,404,2,2,48.33
2,80,365,19,2250,1797,4,,560
3,80,606,13,480,2039,2,2,48
2,80,1085,17,454,577,3,2,115
3,80,1261,13,2621,375,2,2,85
2,80,1048,19,2688,1208,5,,775
3,80,1179,16,2688,458,2,2,62.55
3,80,1179,16,108,392,2,1,56
0,80,589,21,322,1423,4,,265
3,16,791,16,404,901,3,3,125
3,80,72,16,342,494,2,2,96
2,80,630,1,2688,1909,1,0,56.25
3,80,590,16,2103,317,2,1,60
3,49,522,16,1444,644,3,2,95
2,80,62,30,2688,1953,6,3,165
3,80,257,13,2688,74,2,2,42
2,80,530,28,2688,147,8,3,145
3,31,506,13,1862,273,2,1,67.38
3,80,1148,16,2199,1101,3,2,135
2,80,688,26,2688,239,6,2,140
3,80,417,13,918,2003,2,2,29
3,63,530,16,757,727,3,2,110
0,80,1148,16,1613,292,2,1,62
3,80,664,13,2688,577,2,2,69
3,80,506,13,1690,295,2,1,46
3,80,799,16,91,662,3,,78
3,80,506,13,2688,41,2,2,44
3,80,650,16,1626,99,2,1,56
3,80,708,16,2688,726,3,3,73
3,80,664,16,1662,752,3,2,86.58
3,28,417,13,788,322,2,0,56.93
3,63,417,16,1048,780,2,2,102
3,80,1148,13,1817,119,2,1,38
0,80,477,22,2688,1207,2,2,150
2,42,464,17,2688,577,3,2,62
0,80,539,18,2427,1446,5,1,380
0,80,653,22,2688,753,4,1,150
3,80,336,13,723,141,2,2,50
3,80,837,13,321,84,2,1,45
3,80,563,13,80,156,2,2,105
3,80,278,13,1581,197,2,1,57
3,80,1027,13,120,403,2,2,55
3,80,773,13,1386,230,2,2,75
3,80,506,16,521,974,3,1,115
3,80,518,13,2053,309,2,1,52.32
3,26,976,13,1605,422,2,1,115
3,80,381,16,2688,686,3,2,75
3,80,504,13,1955,273,2,2,55.11
2,80,1252,19,1929,1208,4,3,200
3,80,673,16,2688,657,3,3,80
3,80,1148,13,307,110,2,2,70
0,80,225,16,2387,934,3,3,145
2,80,948,24,2688,239,7,3,165
3,80,639,13,2338,51,2,2,80
3,80,1242,13,1589,298,2,1,64.5
3,80,1252,16,2373,1008,3,2,75
3,80,539,16,15,676,3,3,49
2,80,551,19,640,1599,4,2,675
3,80,419,13,238,1927,2,2,38
3,80,962,13,1477,3,2,1,50
3,80,514,16,762,884,3,2,175
3,32,270,13,1887,48,2,1,41
3,80,360,16,2415,599,2,1,75
3,80,1252,13,337,425,2,1,95
2,80,261,19,681,1785,5,3,400
3,80,703,13,2114,144,2,2,56
2,80,626,19,660,239,4,3,120
3,80,415,13,348,392,2,1,92.5
3,80,799,16,1576,987,3,2,160
3,27,417,13,1534,156,2,1,65.49
3,80,876,13,1384,66,2,1,45
3,34,914,13,1539,237,2,1,77
3,26,799,13,2262,185,2,1,56
3,16,27,23,2688,239,6,2,125
3,80,428,13,1211,712,2,1,75
3,80,731,16,593,466,3,3,105
3,80,1267,16,1916,604,3,3,170
3,80,650,13,1626,2006,2,1,45
3,80,638,0,287,1876,1,0,38
3,80,1261,13,1393,205,2,1,62.5
3,80,664,16,2074,239,2,2,42
0,80,788,16,2688,1208,3,2,170
3,80,724,13,2688,557,2,2,65
3,80,98,16,482,958,3,2,120
3,80,964,13,2688,2113,2,1,67
3,34,506,16,1862,941,3,2,110
3,80,1255,16,2688,577,2,2,98
3,80,597,16,1208,1421,3,3,350
3,80,108,16,1801,458,2,1,175
3,52,1261,16,2484,521,3,0,65.255
3,23,1261,0,1551,1873,1,0,45
0,80,1039,0,2107,1887,1,1,27
1,80,560,13,2591,2031,2,1,30.5
0,80,1091,16,2378,39,2,1,48
3,27,772,13,2670,2008,2,0,46.5
2,80,509,19,2688,239,4,,244
3,34,533,16,2688,534,2,1,46.48
3,80,1039,18,57,1472,5,2,300
3,33,1148,13,1830,1981,2,0,36.435
3,80,236,13,2688,340,2,1,74
0,80,346,0,2688,1756,1,1,35
0,80,1190,13,524,38,2,2,42
0,80,417,16,2363,707,3,2,62
3,80,1252,13,1891,308,2,2,40
0,80,194,16,2146,358,2,2,75
0,80,390,13,2688,283,2,2,43
2,80,333,1,2688,239,1,1,28
3,36,544,16,1657,589,2,1,105
3,80,638,13,287,2071,2,1,65
3,80,230,16,1485,992,3,2,97.42
3,80,1179,13,2073,17,2,3,45
3,80,1148,16,307,322,2,1,79
3,40,513,16,1214,309,2,1,77.68
0,28,664,18,1580,1308,6,2,220
0,80,1264,13,2688,239,2,2,46.17
3,40,1039,16,557,473,3,3,51.63
3,80,722,16,2299,614,3,2,85
2,80,318,17,2688,577,3,3,100
3,80,302,16,2124,553,2,2,120
3,80,1179,16,2688,458,2,2,60.47
3,80,972,16,2688,337,2,1,53.76
3,80,1182,13,49,160,2,2,55
2,80,341,22,2688,643,5,1,145
2,80,282,22,2688,1363,5,2,90
3,80,707,13,2688,205,2,1,51.99
2,80,1025,17,2688,239,3,3,200
3,28,1252,16,1636,786,3,2,94.79
3,80,1148,16,2688,739,3,3,97.38
3,80,1194,16,2115,643,3,1,188
3,14,522,16,1040,230,2,1,60
0,80,889,13,2688,94,2,3,65
2,80,727,26,2688,1945,7,3,105
3,80,670,13,1982,413,2,2,78
2,80,1176,30,2688,1172,8,1,210
3,80,72,16,625,767,3,2,120
3,80,999,16,2688,374,2,2,63
3,80,443,13,2688,74,2,1,48.7
0,80,646,13,1832,1959,2,0,39
2,80,1252,19,2148,1708,4,3,400
3,80,169,16,2688,1019,3,2,85
3,80,643,13,2241,1985,2,3,40
3,29,976,16,1682,708,4,0,130
2,28,557,17,2688,239,3,1,68.4
3,80,216,16,2420,562,3,2,52.5
2,80,1137,19,2688,1784,5,2,60
2,80,1077,19,161,470,3,2,800
3,80,1262,0,992,1707,1,1,20
3,80,780,0,2688,1694,1,1,15
3,80,72,13,2688,62,2,1,42
3,80,1179,16,2688,704,3,3,66.68
0,80,417,13,918,1747,1,1,16
0,80,962,16,1477,453,3,2,62.28
3,26,365,13,2688,477,2,2,85
0,80,1179,13,2391,182,2,1,49
3,80,98,16,2688,480,2,2,75
0,80,637,18,72,1104,4,1,100
3,80,713,16,2688,1168,4,1,275
0,80,786,16,1208,1025,3,,297
0,80,797,16,202,587,3,2,70.25
0,80,990,13,691,52,2,2,50
2,80,1138,14,1096,292,2,1,60
3,80,722,16,2299,614,3,1,78
0,80,745,13,1787,215,2,2,75
0,80,86,24,2688,1128,6,2,68
3,80,216,13,1859,468,2,2,78
3,80,972,0,2688,1707,1,1,25
2,80,1252,19,1609,1690,4,3,525
3,80,1039,16,1650,1007,4,1,146
2,80,1252,19,2516,1386,5,3,250
3,80,443,16,338,997,3,3,160
3,80,1039,13,2107,48,2,1,45
0,80,1211,19,2688,1104,4,1,80
0,80,1252,16,1306,789,3,2,115
3,80,539,18,2427,1398,5,1,248
3,65,1168,16,2017,672,3,1,100
0,34,518,17,236,1155,,,155
2,80,317,19,2439,1181,4,1,120
3,80,1261,13,1736,147,2,2,55
3,32,1261,16,2047,515,,,67.98
3,80,1039,13,414,156,2,2,59
2,80,60,24,2688,239,6,2,250
3,80,606,13,480,2046,2,2,65
3,80,1127,16,192,686,3,2,52
3,80,908,13,2688,15,2,2,35
3,80,114,13,2318,239,2,2,55
3,52,591,13,2688,303,2,1,62
2,80,363,17,2688,239,3,1,130
0,80,665,13,2511,2077,2,1,56
3,80,1252,13,1891,170,2,2,41
3,80,1008,13,1784,62,2,1,67
3,80,673,16,2688,650,3,2,88.5
3,80,1252,13,709,228,2,3,57
0,30,1252,17,2688,1352,3,2,162
0,80,664,16,2163,641,2,2,65
3,80,422,0,2688,1814,1,1,39
3,80,1252,16,912,473,2,2,60.81
3,80,664,16,1836,621,2,3,85
0,80,506,19,875,1323,4,0,220
3,80,559,18,643,1533,5,1,290
3,80,690,16,2688,724,2,,78
3,80,837,13,2688,291,2,1,53
3,80,506,13,2688,232,2,2,47
3,80,406,16,1655,682,3,1,105
3,23,306,13,2492,18,2,1,38.34
3,31,536,16,1215,815,3,2,81.99
3,80,722,16,2299,614,3,2,86
3,80,204,16,2688,358,2,1,58.5
2,80,1252,19,71,1423,4,2,465
3,80,343,16,2688,884,3,3,80
3,40,267,0,2066,1846,1,0,50.75
2,80,302,30,2688,1607,7,1,1200
2,80,1138,17,2688,577,2,1,100
0,80,643,13,2241,2047,2,2,48
3,28,895,18,939,1475,4,,251
3,80,459,13,210,464,2,1,63.59
3,80,1093,16,515,486,2,1,55
3,80,231,16,185,490,2,2,59
3,29,670,13,328,149,2,2,78
3,80,650,16,2688,99,2,1,45
3,32,626,13,1141,119,2,1,47
3,80,530,16,1016,692,3,3,89.55
0,80,264,16,2688,737,3,2,88
3,80,354,16,1407,1678,4,3,1015
3,80,895,13,2552,250,2,3,75
0,80,1039,16,812,572,2,0,64
2,80,786,28,2688,1973,7,2,195
3,80,417,13,918,1887,2,2,16
3,80,188,13,2688,256,2,1,72
3,80,848,16,511,604,2,2,53.4
3,80,1252,13,1055,282,2,2,45
3,51,964,0,212,1861,1,1,44
3,40,513,16,1214,420,3,1,83.87
3,80,1148,16,1299,503,2,2,51.46
3,32,715,16,2688,334,2,2,43.85
3,80,417,13,719,84,2,1,56.1
2,80,245,17,2688,239,3,1,85
2,80,417,19,2688,1019,4,0,120
3,80,269,13,2688,239,2,2,40
3,80,799,16,2028,696,3,1,90
3,80,506,13,1690,170,2,2,43
3,80,972,13,806,174,2,2,38.65
3,77,584,18,2188,1501,6,3,249
3,80,964,16,2246,610,2,2,74.4
3,80,72,13,342,2096,2,2,69
3,80,1252,16,426,563,3,2,65
2,34,1252,17,2677,577,3,1,130
3,36,1252,13,2482,339,2,1,75
3,80,1148,13,307,322,2,2,85
0,52,413,13,2688,159,2,1,67
3,80,147,13,1802,319,2,2,63
3,80,575,13,1210,2060,2,1,49
3,80,1056,16,2688,594,3,3,88
3,80,606,16,480,358,3,3,150
0,80,716,17,2688,914,3,1,69
0,80,417,13,921,2014,2,2,45
3,80,1009,16,2688,744,3,2,86.06
3,80,522,16,1973,1054,3,1,149
3,80,269,16,1856,817,3,1,96
0,80,1261,16,1111,1126,4,2,127
3,33,675,16,2688,737,3,2,125
2,80,626,14,2688,239,2,0,71
3,34,536,13,2688,95,2,1,32.37
3,48,914,13,381,102,2,1,36
0,80,810,26,2688,1708,7,,299
3,80,1261,13,2688,90,2,1,51.5
3,34,366,13,2688,449,2,1,80
3,80,945,16,2688,526,3,1,65
3,80,1159,13,2688,239,2,2,78
3,80,242,16,2688,1444,4,,350
3,66,530,16,757,727,3,1,98.32
3,80,587,13,2688,239,2,1,54
3,67,1222,16,1979,828,3,1,116
0,80,912,19,1694,1643,5,,500
3,52,896,13,2086,2055,2,1,32.72
3,70,10,2,296,1714,1,1,25.25
2,80,372,24,2688,239,6,3,180
3,80,856,13,1555,212,2,3,47
0,80,326,16,2137,444,2,1,50
3,80,304,16,830,79,2,1,33
3,80,41,16,2688,526,2,1,50.75
0,80,169,13,2688,2116,2,3,45
3,80,114,13,2688,1652,3,2,475
2,80,799,22,2688,415,4,1,135
0,80,715,13,2688,119,2,2,40
3,80,713,16,2673,910,2,3,155
3,52,530,18,390,1071,4,0,95.1
3,80,757,16,2186,598,3,1,93
0,80,404,16,222,325,3,2,56
3,80,1033,13,384,182,2,3,72.2
3,40,799,13,1549,178,2,1,70
2,29,26,28,2688,239,7,0,235
0,80,665,16,1273,630,3,3,65
0,80,304,13,993,1979,1,1,18.5
3,80,1006,16,1007,1128,3,,187
0,80,1040,17,2688,1471,3,2,330
1,80,422,0,2688,1935,1,1,55
3,80,514,16,786,1363,4,,300
0,80,972,16,249,696,3,2,74
3,80,236,13,1056,2043,2,2,40
2,80,690,17,2688,1979,3,2,95
0,80,216,22,2688,1312,5,0,158
3,80,1039,16,2169,789,3,3,110
0,80,1038,13,2212,31,2,2,35
3,80,264,13,598,107,2,3,52
2,80,186,19,2688,1535,4,,300
3,80,506,13,2688,41,2,2,44
3,80,1148,13,1299,222,2,2,42.1
3,80,396,13,1563,1979,2,1,25
0,80,509,13,1599,236,2,1,84
3,80,280,18,619,1507,3,3,450
3,80,928,13,2688,2041,2,2,39.55
3,80,302,29,2688,1894,9,1,296
3,80,972,13,2687,128,2,1,65
3,80,1267,16,758,921,3,3,100
3,52,612,16,1530,358,3,1,64
0,80,1192,16,2688,681,3,2,76
3,40,705,18,1569,1415,5,2,696
0,80,533,13,2688,1915,2,1,37.49
0,80,851,22,2688,1607,5,2,140
3,63,664,16,2688,358,2,3,69
0,80,216,13,2688,262,2,0,50
3,60,664,13,1530,2021,2,1,46
3,36,203,13,2688,176,2,3,58.4
3,80,315,13,2688,110,2,2,65
3,23,181,16,2688,260,2,2,41.39
3,80,216,16,1587,743,3,2,100
3,80,839,13,2688,128,2,1,52.48
3,80,181,16,2688,698,2,2,66
