Q1-Location,Q2-Price,Q3-Rooms,Q4-Other rooms,Q5-Bathrooms,Q6-Car Parks,Q7-Property Type,Q8-Furnishing,Q9-Size
10,14800000,7,1,8,6,9,2,12000
34,14800000,5,2,7,5,9,1,13041
39,1061100,1,1,1,1,11,2,786
39,900000,1,,1,1,11,1,657
26,485000,3,,2,1,11,1,950
12,1160000,3,,2,2,12,2,1389
12,3550000,4,1,5,4,15,3,4306
2,5400000,4,1,4,6,9,2,7300
11,980000,2,,2,1,1,,932
1,1300000,1,,1,2,1,2,925
5,930000,4,1,,,11,,1513
11,710000,1,,1,,1,2,676
32,1174338,4,1,5,3,3,2,2266
11,1600000,3,1,4,2,11,2,1496
1,1250000,2,,2,1,11,2,736
14,648888,3,1,2,2,1,3,
12,1830000,3,1,3,,6,2,1650
26,2100000,6,,6,4,4,,3060
20,1049888,2,,2,2,1,2,858
11,1850000,3,2,4,2,3,2,1830
11,1470000,3,,2,2,3,1,1200
5,920000,4,1,3,2,11,2,1513
1,1000000,1,,1,1,13,2,751
2,7612600,4,2,4,3,16,2,4478
5,900000,4,1,3,2,3,2,1513
5,1060000,4,1,3,4,3,2,1772
14,738000,4,,2,2,13,2,1092
6,5350000,5,2,4,,7,2,7200
1,1450000,2,,2,1,11,1,867
11,1700000,3,1,4,,3,2,2038
20,1150000,2,2,1,,11,1,1119
20,1500000,3,1,3,,3,2,1544
4,715000,3,,2,1,12,1,750
32,950000,3,,3,2,11,2,1637
11,2650000,5,,5,,12,1,3401
2,2500000,4,,3,3,18,2,2800
2,3000000,5,,4,4,4,2,3550
2,3680000,7,,6,6,2,,6300
5,900000,4,1,3,3,3,2,1513
1,1250000,1,1,1,1,14,1,880
5,1050000,4,1,3,4,3,2,1772
6,6000000,5,,4,,2,2,8000
4,780000,1,,1,1,5,1,624
1,1350000,2,,2,2,3,1,1270
2,2650000,3,1,4,3,1,2,2077
19,320000,4,,2,2,1,2,
11,2450000,4,1,4,3,3,2,3000
2,12000000,6,,7,,2,,9127
1,1100000,2,1,2,,14,1,811
11,2550000,4,1,6,3,11,2,3541
16,1350000,6,,5,2,15,1,20
5,930000,4,1,4,2,11,2,1513
4,535000,1,,1,1,10,2,762
1,2400000,2,,2,1,10,1,1006
28,11800000,7,,8,6,9,1,8622
1,1250000,1,,1,1,1,1,850
5,1080000,4,1,3,,11,,1772
11,1450000,3,1,4,2,3,2,1496
5,940000,4,1,3,3,3,2,1513
3,1150000,2,,2,1,1,1,1148
11,628000,1,,1,1,38,,496
2,4300000,,,,3,4,2,5177
22,2100000,4,1,3,2,6,2,1875
2,4680000,4,2,4,4,4,2,3800
1,2761000,1,,2,1,1,2,1023
11,1100000,3,1,3,2,11,2,1200
5,3200000,6,1,7,5,7,2,5317
26,528000,3,,2,2,13,2,960
1,1180000,1,1,1,,1,1,635
5,928000,4,1,3,2,12,2,1513
5,1100000,4,1,4,4,3,2,1772
14,509000,2,,2,1,1,,797
11,1668000,4,,4,2,3,2,1668
26,415000,4,,2,2,12,3,932
6,2600000,4,1,3,3,8,2,3600
19,700000,2,1,3,2,11,2,999
14,375000,1,,2,1,1,1,775
21,380000,2,,2,1,1,,900
32,425000,3,,2,2,1,2,880
11,2600000,4,1,4,3,11,1,3041
31,730000,3,,2,2,10,2,1227
4,480000,3,,2,2,11,2,825
1,1830000,3,1,3,2,14,1,
1,1450000,2,,2,1,1,1,1050
1,3600000,2,1,3,2,10,2,1668
34,14800000,5,2,7,,2,1,8600
29,600000,3,,2,1,1,1,935
29,620000,3,,2,1,1,3,935
29,498000,2,,2,1,1,2,715
5,860000,1,1,1,1,14,2,933
5,1350000,3,1,3,3,22,2,1519
5,750000,1,1,2,1,14,2,750
11,1800000,4,1,4,2,11,,1830
11,1800000,3,1,3,2,11,,1830
11,1750000,3,1,3,,11,,1830
16,820000,2,,2,2,1,,1259
1,3609950,3,,3,1,1,1,1560
22,530000,1,1,1,1,12,1,600
24,1500000,3,,2,,11,,1200
24,1200000,3,,2,,11,,1200
1,1070000,2,,1,1,11,,
1,1399000,2,,2,2,11,,1270
19,848000,3,1,3,2,11,2,1381
11,1280000,2,,2,,1,1,926
19,695000,2,,2,2,11,2,999
41,430000,3,,2,2,12,3,1076
22,5200000,5,,5,8,2,2,12250
4,285000,3,,2,1,25,2,748
4,400000,3,,2,1,3,1,920
7,543353,1,,1,1,3,2,667
5,520000,3,,2,2,11,2,1100
1,1900000,1,1,2,1,10,2,1076
1,1900000,1,1,2,1,10,2,1076
1,2150000,1,1,2,1,10,2,1079
1,4280000,3,1,5,2,14,2,2195
11,900000,3,,2,1,11,1,1208
17,440000,3,1,2,2,11,2,1065
11,2290000,4,1,5,3,3,2,2767
11,1120000,2,,2,,1,2,910
11,2253000,4,1,6,3,3,2,2702
11,1050000,2,,2,,1,2,896
11,2230000,4,1,5,,3,2,2973
11,1880000,3,1,5,,3,1,2243
11,3270600,5,1,6,,11,2,3671
11,1660000,3,,4,2,11,3,1878
11,3200000,4,1,5,,3,2,3729
34,12000000,7,,9,,9,2,10345
11,4500000,4,1,5,,3,2,4723
11,3700000,4,1,5,,3,2,4090
11,2980000,4,1,6,3,3,2,3668
11,3090000,5,1,6,,19,2,2800
11,3300000,4,1,5,,3,1,4450
12,1980000,3,1,3,,6,2,1650
42,4467122,5,,5,4,39,2,4422
42,5344829,5,,5,4,39,2,5315
11,3484600,4,1,6,3,3,2,3668
22,2400000,5,,3,2,6,2,25
12,1300000,2,,2,2,3,2,1323
12,3480000,3,1,5,,18,2,3082
12,1250000,2,,2,2,3,2,1300
12,1730000,3,1,4,2,3,1,1700
12,1180000,2,1,3,,11,1,1507
12,2850000,3,1,4,,6,2,3082
12,1350000,3,1,3,3,12,2,1701
12,1350000,3,1,4,2,3,2,1680
22,950000,3,,2,1,12,2,1518
2,2280000,4,1,5,2,27,2,3303
2,1150000,2,1,2,1,3,2,1205
2,3600000,3,1,4,3,1,2,2702
2,1400000,1,,1,1,1,2,904
26,398000,,,,2,3,2,1027
1,1890000,4,2,5,,11,2,3412
43,561100,3,1,4,,36,2,1879
33,710550,4,,2,,14,2,1572
1,1818500,4,,3,,11,2,2250
29,486000,3,,2,,1,2,945
11,2535300,5,,5,,11,2,3729
39,1804275,3,,2,,27,2,1647
12,2600000,4,1,5,,18,2,2000
12,1280000,3,1,3,,11,1,1432
12,850000,2,,3,1,11,1,1173
12,3300000,4,1,5,,17,2,3200
12,3400000,4,1,6,2,15,2,4400
12,1550000,3,1,4,,32,2,1800
12,2800000,3,1,4,,32,2,3211
12,3500000,5,1,6,,15,2,5448
12,3150000,4,,5,,18,2,3000
12,2900000,4,1,5,,32,2,3650
12,3650000,4,1,6,,32,2,4000
12,3600000,3,1,5,,17,2,5000
12,4800000,4,1,6,,32,2,4400
11,920000,3,1,2,2,12,2,1448
12,1580000,3,1,3,,32,2,1900
12,6300000,5,2,7,,2,2,6800
12,1580000,3,,3,,19,2,1900
12,1100000,2,1,2,,11,1,1378
12,2990000,5,1,6,,40,2,3500
12,6200000,6,1,9,,41,2,6938
12,1300000,3,,2,,11,2,1324
12,1430000,3,,2,,11,2,1377
12,1600000,2,1,2,2,3,2,1400
12,3500000,6,1,6,,4,2,3200
12,1050000,2,1,2,2,11,2,1389
12,1530000,3,1,3,,11,2,1777
12,1400000,3,1,3,2,11,1,1572
12,1170000,3,,2,2,11,1,1389
11,1599000,3,1,4,,11,1,1878
12,900000,1,1,1,,11,1,915
12,1600000,3,1,3,,15,2,1900
12,1330000,3,1,4,,11,1,1653
11,2940000,4,1,5,3,11,2,3668
3,1131760,3,1,5,2,11,4,1942
11,3200000,4,1,5,3,11,1,3668
11,2950000,4,1,6,3,11,2,3668
11,3680000,4,1,6,3,11,2,4090
11,2890000,4,1,6,3,11,1,3478
3,1138060,3,1,5,2,11,4,2081
12,2600000,4,1,6,2,32,2,3197
12,1080000,2,,1,2,12,2,1034
12,7150000,,,,,33,,11000
12,1200000,2,1,3,,12,1,1507
12,4550000,3,2,6,,19,3,4471
12,1900000,3,1,4,,11,2,2110
12,12350000,,,,,33,1,19000
12,1100000,2,1,2,,11,1,1378
12,5300000,5,1,7,2,32,2,6088
12,1730000,3,1,3,,11,1,1690
12,1180000,2,,2,2,11,1,1087
12,5600000,6,1,9,2,40,2,7000
11,3490000,4,1,5,3,11,1,3720
12,5670000,,,,,33,1,9000
12,2050000,3,1,4,,17,2,2541
12,1520000,3,1,3,,32,2,1900
12,1980000,3,1,3,,17,1,2390
12,989000,3,1,2,2,11,4,1333
12,883000,2,1,2,2,11,3,1093
12,1208000,3,1,2,,11,3,1535
12,588000,1,,1,,11,1,700
12,1130000,2,1,2,,11,1,1378
12,790000,1,1,1,,11,1,969
12,1350000,2,2,3,,11,1,1701
12,1530000,3,1,4,2,11,2,2066
12,1550000,3,1,3,,12,1,1852
12,2300000,3,1,4,2,6,2,2600
23,1550000,2,1,3,1,1,1,1453
12,2350000,3,1,3,2,17,2,2500
12,8100000,5,2,6,,2,2,6900
12,2250000,3,,2,,17,2,2600
12,2850000,3,1,4,,17,1,3000
12,3468000,3,1,5,,17,2,3000
12,948888,2,,2,,11,1,1100
12,4000000,4,1,5,,32,2,4500
12,3170000,4,1,5,,15,2,4306
12,1900000,3,1,3,,11,1,1800
12,1400000,2,,2,,11,4,1292
12,2850000,5,1,6,5,41,2,3500
12,1400000,2,,2,,11,2,1292
12,2990000,5,1,5,5,40,2,3600
12,1900000,3,1,4,2,11,2,1851
12,1900000,4,1,3,,11,1,1800
12,2250000,4,1,4,,23,2,2900
12,4690000,,,,,33,1,6700
44,1280000,2,1,2,,3,1,1367
11,1850000,4,1,4,2,11,2,1830
33,2800000,5,,5,,2,2,14000
1,1500000,3,1,4,,11,1,2098
6,4200000,4,1,5,3,1,2,3832
6,1550000,2,1,3,2,14,2,1445
6,2800000,3,1,5,2,14,3,2426
6,1480000,2,1,3,2,1,2,1691
6,4700000,5,1,,,2,2,6300
6,2780000,5,,3,,4,2,3600
2,5200000,,,,,2,,7678
6,4995000,5,1,6,,2,2,8000
6,8800000,6,1,9,,9,2,16001
13,1150000,3,,2,,12,1,1485
19,810000,3,,3,2,12,3,1186
19,800000,3,,3,1,12,3,1237
11,2950000,4,1,4,3,11,1,3478
19,818000,,,,2,12,3,1088
41,850000,4,,3,2,17,2,22
41,560000,3,,2,2,17,2,770
3,995000,4,,3,3,11,2,2100
12,1820000,3,,3,2,6,,1650
19,768000,2,1,2,1,12,3,1180
14,845000,3,1,3,,3,3,1663
19,970000,3,1,4,2,3,3,1488
19,880900,3,,3,3,12,2,1373
11,1800000,4,1,4,2,12,2,1830
14,390000,1,,2,1,16,2,775
44,1350000,3,,2,,3,1,1367
5,995000,3,,2,2,1,1,1218
5,900000,3,,2,2,1,3,1218
19,670000,3,,2,1,3,1,1200
11,1280000,3,,2,2,3,2,1200
23,1600000,2,1,3,2,14,1,1442
23,1900000,2,1,3,2,1,1,1453
23,1420000,1,,1,,14,1,1131
14,890000,3,1,3,2,11,2,1578
23,2300000,2,1,3,2,14,2,1614
21,240000,3,,2,1,11,,850
11,2750000,3,1,4,,11,2,3041
12,6700000,7,1,7,4,9,2,6200
12,1180000,3,1,2,2,3,2,1432
12,6300000,7,,7,10,7,2,7300
12,1190000,2,1,3,2,12,2,1389
12,1550000,3,,,2,12,1,1346
12,1200000,2,,2,2,12,2,1087
12,2080000,3,1,3,3,3,1,1948
12,1150000,2,,1,2,12,2,1034
12,1590000,3,,3,2,15,2,1900
12,848000,1,1,1,2,12,2,969
12,3200000,5,,6,5,23,2,1991
12,3200000,4,1,5,,15,3,4306
12,8300000,6,1,6,10,7,2,6900
12,1400000,3,1,3,2,12,2,1572
3,750000,1,,1,3,10,1,672
12,1580000,3,,3,2,15,2,1900
12,1800000,3,,3,2,15,2,1900
11,2500000,4,1,5,,11,2,3043
15,380000,3,,2,1,5,2,1216
21,555000,4,,2,3,11,,1600
5,560000,3,,2,2,12,2,1100
26,358000,2,1,2,1,11,2,822
11,1270000,3,,2,2,3,2,1200
1,1890000,5,,6,,3,4,3412
43,561100,3,1,4,,36,4,1879
1,4700000,3,1,3,2,10,1,1786
11,2535300,4,1,5,,11,4,3729
1,1818500,3,,4,,11,4,2250
33,1680000,4,,4,,4,3,3200
33,4900000,5,1,7,6,2,2,10000
33,3200000,5,2,7,,9,4,5500
11,1300000,3,1,2,2,11,1,1448
11,1990000,4,1,3,4,11,1,3152
11,1900000,4,1,5,2,11,2,2552
11,1300000,3,1,3,2,11,2,1448
12,830000,1,1,1,1,12,1,904
12,1880000,3,1,3,,11,2,1690
12,5900000,5,1,7,2,32,2,6207
12,1450000,3,1,3,2,11,2,1680
12,1480000,2,1,3,1,12,1,1458
12,5600000,5,1,7,,32,2,6088
12,2500000,4,1,6,,32,2,3500
12,790000,1,1,1,,11,2,904
12,1490000,2,,2,,11,2,1432
12,1950000,3,1,4,,11,1,1948
12,1550000,2,2,3,,11,2,1357
12,2500000,4,1,6,2,32,2,3228
14,1100000,3,1,4,3,3,2,1782
12,2280000,5,1,6,,42,2,1600
11,1250000,3,,2,,11,1,1448
12,3890000,6,,6,,30,1,4506
37,1450000,4,1,5,2,8,2,2809
6,980000,3,,2,1,11,2,1300
6,1390000,3,1,4,2,11,2,1800
6,980000,3,,2,1,11,,1356
8,1600000,5,1,4,4,18,2,4300
6,1000000,3,,2,1,11,2,1560
6,1400000,3,1,3,2,11,2,1900
6,1450000,2,1,2,2,1,1,1680
22,730000,1,,1,1,1,1,783
5,530000,,,,3,11,3,1003
30,690000,3,1,3,2,12,3,1298
45,560000,3,,2,1,11,,1120
1,7500,2,,2,1,10,1,1078
19,790000,2,,2,1,11,2,1168
19,885000,3,,3,2,11,2,1330
32,1050000,3,1,4,2,11,,1759
32,760000,3,,2,2,11,3,1382
32,970000,3,1,2,2,11,2,1909
11,720000,1,,1,1,38,2,708
16,688000,3,1,4,3,3,2,1449
11,1600000,3,,4,,3,1,1906
5,520000,3,,3,2,12,3,1003
11,950000,2,,2,1,38,1,903
1,2700000,4,,5,3,3,2,3800
1,3000000,4,,5,3,11,2,3800
1,1500000,3,1,4,2,3,2,2098
1,2600000,3,1,4,2,14,2,3282
11,1180000,3,1,3,2,12,1,1756
11,830000,2,,1,,11,1,850
6,1660000,2,1,3,2,1,1,1445
6,2720000,3,2,4,2,14,2,2426
11,950000,3,1,3,2,1,1,1550
14,800000,3,,2,,12,2,1400
11,3317400,5,1,5,3,11,2,3671
26,485000,3,,2,1,12,2,930
43,561100,4,,3,,11,2,1879
11,2535300,5,,4,,11,2,3729
1,1890000,5,,4,,11,2,3412
1,1818450,4,,3,,11,2,2250
1,4600000,5,1,5,,1,2,5429
1,2700000,4,1,4,,11,2,3800
1,4600000,5,1,5,,1,3,5421
1,3500000,4,1,4,3,11,2,3800
1,2800000,3,1,4,3,1,2,3303
1,850000,1,1,1,1,1,1,608
1,1050000,2,1,2,,1,1,813
22,530000,1,1,1,1,11,1,600
24,678000,1,,1,,1,1,667
29,550000,3,,2,1,11,1,1200
24,1050000,2,,1,,1,1,1067
5,638000,3,,2,2,3,2,1090
1,2480000,4,1,5,3,13,1,2900
14,920000,3,1,4,,12,1,1710
22,1161850,2,,1,1,14,1,1223
5,1730000,5,,4,2,19,1,1840
5,1750000,5,,4,,19,2,2160
14,800000,3,1,2,4,6,3,1600
5,680000,3,,2,,12,1,1212
22,1300000,3,,2,,26,3,1800
32,1120000,3,1,4,2,3,2,1712
32,760000,3,,2,2,3,2,1382
5,855000,4,1,3,,11,4,1513
33,2600000,6,1,7,2,30,2,4500
22,18200000,,,,,43,,34928
30,680000,3,1,4,,12,2,1643
14,880000,3,1,4,2,3,1,1535
1,950000,2,,2,1,13,1,1429
5,580000,3,,2,2,3,2,1073
14,568000,2,,2,1,14,1,680
11,1100000,1,,1,1,38,1,1431
6,830000,2,,2,1,10,2,
6,1100000,3,,2,,10,1,1102
5,855000,3,,2,,11,2,1513
43,388000,2,,1,1,3,1,700
14,450000,3,,2,,11,2,1336
5,4300000,7,1,8,,2,1,5700
4,280000,3,,2,1,25,2,750
5,530000,3,,2,2,12,3,1003
20,6350000,4,1,5,3,22,2,4058
20,5149700,4,,4,3,22,1,2982
14,2080000,5,,3,,7,2,7600
5,2350000,6,1,5,,24,2,3542
5,960000,3,,2,2,14,3,1218
8,638000,3,1,3,1,1,1,1278
11,2719000,4,1,6,3,3,2,3317
29,486000,3,,2,,14,4,945
3,1200000,3,,3,2,11,2,1395
22,5600000,6,,5,,2,,6568
11,680000,3,,2,1,11,1,1423
10,2200000,4,1,5,3,3,1,3287
19,350000,1,2,2,,1,,646
2,22000000,8,,12,13,2,,17000
2,12500000,5,2,9,8,2,1,8000
24,900000,3,,3,,1,,1063
46,1300000,3,1,2,2,1,2,1538
46,760000,2,,2,2,14,2,1087
46,750000,2,,2,2,1,1,
46,1050000,2,,2,2,10,2,1410
33,630000,2,,2,1,1,2,856
11,1720000,3,1,3,,11,1,1878
1,1100000,2,2,4,,14,1,1313
1,1260000,3,1,4,,14,2,1378
1,800000,1,,2,,10,2,807
1,890000,2,1,3,,1,3,1055
1,1150000,3,1,4,2,10,2,1701
19,810000,3,,3,2,11,2,1186
19,850000,3,1,4,2,11,2,1381
19,680000,2,1,3,1,11,2,999
19,1050000,3,1,4,2,11,2,1567
19,1000000,3,1,4,2,11,2,1488
14,690000,4,,4,2,13,1,1615
32,990000,3,1,4,2,13,2,1712
24,1285000,3,,2,2,1,1,1555
32,1100000,3,1,4,2,13,2,1759
14,1050000,3,1,4,2,11,3,1875
16,3350000,4,1,5,4,30,2,4065
14,1150000,2,2,2,2,13,3,1707
26,1250000,6,,4,,18,,3458
29,630000,3,,2,1,1,2,935
4,1430000,5,,5,4,15,2,24
22,6950000,4,1,6,3,3,2,4945
22,6480000,3,1,5,3,3,2,4025
22,6880000,4,1,6,3,3,2,4771
22,8480000,4,1,6,4,3,2,5137
26,465000,3,,2,1,12,2,930
11,3600000,4,,4,4,40,1,2000
26,2660000,6,,5,6,9,2,5000
26,1950000,5,1,5,3,4,2,35
11,2700000,5,,5,3,4,1,3220
41,1680000,6,,4,2,18,2,42
14,995000,3,1,3,2,12,2,1710
3,780000,3,,2,2,3,3,
5,920000,3,,2,2,1,2,1170
5,800000,3,,2,2,1,2,1170
5,740000,2,,2,1,1,2,920
5,648000,1,1,1,1,10,2,721
5,1999999,4,1,5,3,22,2,2563
20,1380000,3,,2,1,11,1,1500
16,628000,2,1,2,2,10,2,1025
4,280000,3,,2,1,25,2,780
16,560000,3,,2,2,3,1,1074
14,1288000,3,2,4,3,12,2,2128
19,680000,2,1,3,1,11,3,999
19,630000,2,,2,1,11,2,800
5,700000,3,1,3,2,3,3,1457
1,2200000,4,1,6,2,3,2,4520
1,2500000,4,1,6,2,3,2,4520
11,1496000,3,1,4,3,11,2,1496
1,1295000,2,,2,2,3,1,1410
32,1198000,5,,3,3,3,2,2266
11,3380000,5,2,7,,27,2,3671
1,3000000,4,2,6,,3,2,3800
11,3000000,4,2,6,3,3,2,3541
23,3400000,3,1,4,,3,2,3285
23,3700000,3,1,5,,3,2,3285
23,3900000,4,2,5,,3,2,3750
11,2300000,4,2,6,3,3,2,2702
1,10500000,3,1,5,3,3,1,3638
11,3300000,4,2,6,,3,2,3632
11,2980000,4,1,6,,3,2,3668
1,4000000,3,1,4,2,14,2,2195
11,2400000,4,2,6,3,3,2,3043
1,1950000,2,,2,1,1,2,1076
1,2700000,4,2,6,,3,2,3800
11,2300000,4,2,6,,3,2,2906
1,2380000,3,1,2,,12,2,2300
11,2650000,4,2,6,3,3,2,3169
11,2850000,4,1,6,3,3,2,3478
5,2100000,6,,6,,32,,5135
29,437400,3,,2,,1,2,945
1,2700000,4,1,6,3,3,2,3800
1,2700000,4,1,6,3,3,1,3800
11,3190000,4,1,5,3,3,2,3632
11,2320000,4,1,5,,11,,2906
11,3450000,4,1,5,,3,1,3720
11,2730000,4,1,5,,3,2,3401
3,1100000,3,1,4,,3,2,1799
3,1500000,3,1,,,3,2,2412
3,1560000,4,1,5,,3,2,3020
3,930000,3,,3,,11,2,1451
3,1250000,4,1,4,,3,2,1991
3,1160000,3,1,4,,11,1,1799
29,585000,3,,2,1,10,3,935
20,1240000,1,1,2,1,1,1,1087
20,2499999,3,1,4,2,1,1,1787
20,1999999,2,1,3,1,1,1,1485
11,1300000,3,,2,2,11,2,1200
33,2772100,5,1,7,3,7,2,4284
21,1250000,3,,3,,36,,1938
3,1035000,3,1,5,2,12,2,1875
10,2280000,3,2,5,4,3,1,2400
3,1380000,4,1,6,2,12,2,2400
11,1850000,4,1,4,2,11,2,1830
5,520000,3,,3,2,11,3,1003
1,950000,2,,1,2,14,1,1141
1,7318000,4,1,5,4,11,2,7318
21,198000,3,,1,,25,,
21,270000,2,,1,1,25,,600
16,365000,3,,2,,10,1,650
33,1900000,5,1,6,3,7,2,3821
3,1030000,3,1,5,2,12,2,1853
2,3600000,4,1,5,4,34,,5000
10,1550000,4,,4,1,11,1,2100
2,10000000,6,,7,4,2,,9795
14,2500000,6,1,7,5,2,1,4817
10,5000000,6,,6,4,4,2,4200
47,18500000,,,,,33,,41707
22,7500000,7,1,7,6,2,2,8000
5,520000,3,,3,2,3,2,1003
11,2750000,4,1,7,3,3,2,3541
16,600000,2,1,2,2,14,2,1025
16,470000,1,,1,1,14,2,780
21,380000,3,,2,,1,,1009
21,350000,2,,2,2,1,,856
1,2800000,4,,,,1,,2998
1,3200000,3,1,3,2,1,2,3383
26,480000,3,,3,1,19,2,592
5,1200000,3,1,3,2,11,,1508
48,1250000,3,1,4,,44,2,2336
11,2000000,3,1,3,,11,1,2535
12,5200000,5,2,7,,40,2,33
12,1200000,2,1,3,2,12,1,1500
12,2800000,3,1,5,,15,2,3200
11,600000,1,,1,1,14,1,462
41,3100000,5,1,5,,4,2,45
11,650000,1,,1,1,10,1,745
32,770000,3,,2,2,3,3,1259
32,1100000,3,1,4,2,3,3,1759
19,680000,2,,2,1,12,2,819
19,2290000,5,1,6,4,3,3,3264
19,950000,3,1,4,2,3,2,1488
19,700000,2,1,3,1,12,3,999
14,650000,2,,2,,12,3,1164
4,535400,1,,2,1,16,2,762
19,808000,3,1,4,1,3,2,1381
19,1350000,4,1,5,2,12,3,2049
19,730000,2,1,3,1,12,3,1147
19,1080000,3,1,5,2,3,3,1567
5,1200000,5,,4,,15,,
4,376000,2,,2,1,1,,
21,520000,3,,2,2,11,2,1313
21,498000,4,,2,2,11,3,1333
19,898000,3,1,4,1,11,1,1381
1,2280000,2,,1,1,10,2,1087
19,680000,2,1,3,1,11,1,999
19,700000,2,,2,1,11,2,817
4,2850000,5,,5,,7,2,10400
4,368000,3,,2,1,37,2,854
4,460000,2,1,2,1,11,1,912
4,410000,3,,2,1,11,2,1005
21,480000,3,,2,2,14,1,1009
16,625000,2,,2,2,10,2,1025
44,1250000,2,1,2,,3,1,1367
4,570000,2,,2,2,11,2,996
23,1220000,1,,1,1,1,1,1131
1,800000,1,1,1,1,14,2,610
6,1040000,3,,2,1,14,1,1313
6,790000,2,,2,1,14,1,876
1,1200000,2,,2,,11,,1036
32,760000,3,,2,2,11,,1382
21,425000,3,,2,2,1,,842
16,370000,2,,2,1,1,1,650
18,1650000,3,1,4,,29,2,2700
32,1690000,3,1,4,4,11,,2719
32,1250000,3,1,4,3,11,3,1967
29,590000,3,,2,1,1,2,935
29,430000,2,,2,1,1,2,578
21,428000,3,1,2,,1,,918
10,14800000,4,2,6,4,2,1,8611
2,9600000,7,1,11,,2,,7525
22,7500000,6,1,7,,2,2,6000
10,14800000,7,1,9,6,9,2,12000
19,800000,3,1,3,1,11,3,1186
1,2800000,3,1,4,2,1,1,3006
4,390000,3,,2,1,1,2,819
4,2800000,4,2,4,5,2,,6000
14,620000,3,,2,2,14,2,1030
24,680000,2,,2,1,14,1,708
1,1150000,2,,2,,28,1,744
1,4200000,2,1,2,1,14,2,1668
1,1850000,2,1,1,,14,1,1350
1,1178850,2,1,2,,1,2,813
1,1080000,1,1,1,,10,1,635
1,880000,1,1,1,,10,1,605
1,1500000,2,1,2,1,12,2,1830
11,2150000,3,1,3,3,3,2,2535
21,895000,3,1,3,2,11,2,1590
32,970000,3,2,3,2,3,2,1909
21,780000,3,,3,2,11,2,1440
32,770000,3,,2,2,12,3,1259
21,830000,3,1,4,3,11,2,1433
30,820000,3,1,3,2,11,1,1262
32,1050000,3,1,4,2,3,3,1759
21,565000,3,1,3,2,11,2,1362
21,1370650,5,1,5,3,27,3,2685
21,1360000,4,1,5,3,3,,2646
11,1840000,3,1,4,3,3,2,2694
12,1960000,3,1,4,3,17,2,2500
17,730000,1,,1,1,1,1,744
26,990000,3,,2,4,45,2,4035
12,1110000,2,1,2,2,11,2,1228
12,5460000,7,1,9,6,40,2,7000
21,525000,4,,2,2,11,,1450
12,1303000,2,,2,2,3,2,1303
4,660000,3,1,3,2,10,2,1054
12,1410000,2,,2,2,12,2,1292
12,1650000,3,1,3,2,42,2,1900
14,1290000,3,2,4,3,12,1,2128
12,1450000,3,2,4,2,37,2,26
14,738000,3,,2,,12,3,1392
6,1790000,4,,3,2,6,1,20
12,1880000,4,,4,2,6,2,20
4,615000,4,,4,,42,,1080
3,518000,3,,2,1,11,2,1100
26,620000,3,1,2,3,14,2,1292
3,580000,2,1,2,2,1,2,872
3,633000,3,,2,2,1,,1033
22,6800000,5,1,6,,2,2,8950
22,4700000,,,,,7,3,7588
22,4700000,5,1,4,,7,2,5920
22,8200000,5,2,4,,2,2,13027
22,7000000,5,2,5,,2,2,10000
2,8280000,6,,6,,2,2,12000
22,7048350,4,1,4,,11,2,5221
22,8406500,4,1,5,,11,2,4945
22,7043750,3,1,5,4,11,2,4025
22,10734750,4,1,6,,11,2,4771
22,15554250,4,2,7,,11,2,6913
34,3600000,5,1,6,,4,1,24
5,800000,3,,2,2,1,2,1170
5,2700000,4,2,6,4,11,,4323
5,2600000,4,,4,3,3,,3260
12,2500000,3,1,3,2,24,2,3218
12,1100000,2,1,3,2,12,1,1378
12,1100000,2,,1,2,12,2,1034
12,2750000,3,1,4,3,32,3,3211
12,1990000,3,1,4,2,17,2,2530
12,1380000,3,1,3,2,11,1,1572
12,938000,,,,2,46,2,1098
30,1100000,3,1,4,2,11,2,1788
30,820000,3,,2,2,11,2,1319
14,430000,1,,2,1,1,2,775
11,650000,1,,1,1,10,1,633
11,1600000,3,1,3,2,11,2,1878
11,998000,2,,2,1,14,1,926
21,480000,3,,2,2,10,1,1009
21,480000,3,,2,2,10,1,1009
14,628000,2,,2,2,1,2,814
21,3000000,6,1,7,,9,2,5000
1,2413375,3,1,5,2,3,2,2245
1,2357250,3,1,5,2,3,2,2245
1,2715300,4,1,6,2,3,2,2586
1,1000000,1,1,1,1,14,1,915
1,1435000,3,1,4,2,3,1,1668
3,1155600,3,1,4,2,3,2,1974
1,2700000,3,1,5,2,3,2,2615
1,2200000,3,1,5,3,3,2,3109
11,780000,2,,2,1,11,1,1071
43,420000,3,,2,1,10,3,1020
3,1035000,3,1,5,2,3,2,1853
3,1046100,3,1,4,2,3,2,1876
12,2000000,3,1,3,2,11,2,1808
11,1210000,3,1,3,2,11,1,1668
21,298000,3,,2,1,5,2,896
30,820000,3,,2,2,11,2,1319
1,1850000,2,1,2,2,1,,1350
11,680000,1,,1,1,14,1,672
11,1600000,3,1,3,,11,4,1878
1,1300000,2,,2,1,1,1,793
14,700000,2,,2,1,11,1,704
16,600000,2,1,2,2,10,2,1025
12,1500000,3,1,3,2,3,1,1850
12,1550000,3,1,3,2,3,1,1850
12,1350000,3,1,3,2,12,2,1701
12,890000,2,,1,2,12,1,969
21,365000,3,,2,1,1,2,807
19,630000,2,,2,1,11,2,738
